username,mentions_received
@realDonaldTrump,13
@LouisVuitton,4
@senatemajldr,3
@VVFriedman,3
@StLouisBlues,2
@RTErdogan,2
@PressSec,2
@CNN,2
@CLewandowski,1
@GrahamLedger,1
@CortesSteve,1
@LaraLeaTrump,1
@WomenforTrump,1
@RandPaul,1
@SteveScalise,1
@MattBevin,1
@GMA,1
@SpeakerPelosi,1
@rww,1
@RepThomasMassie,1
@ZTPetrizzo,1
@SteveScalis,1
@GOPChairwoman,1
@SecPompeo,1
@VP,1
@SarahAMatthews1,1
@DanScavino,1
@seanhannity,1
@FoxNews,1
@ABC,1
